Transaction ID,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month,Month_Num,AnoMes,Faixa_Etaria
346,CUST346,Male,59,Clothing,2,500.0,1000.0,February,2,2023-02,51-64
347,CUST347,Male,42,Electronics,1,25.0,25.0,August,8,2023-08,36-50
348,CUST348,Female,35,Electronics,2,300.0,600.0,December,12,2023-12,26-35
349,CUST349,Female,57,Beauty,1,50.0,50.0,October,10,2023-10,51-64
350,CUST350,Male,25,Beauty,3,25.0,75.0,October,10,2023-10,18-25
351,CUST351,Female,56,Clothing,3,30.0,90.0,September,9,2023-09,51-64
352,CUST352,Male,57,Electronics,2,500.0,1000.0,June,6,2023-06,51-64
353,CUST353,Male,31,Electronics,1,500.0,500.0,May,5,2023-05,26-35
354,CUST354,Female,49,Beauty,4,50.0,200.0,April,4,2023-04,36-50
355,CUST355,Female,55,Electronics,1,500.0,500.0,December,12,2023-12,51-64
356,CUST356,Male,50,Electronics,3,500.0,1500.0,June,6,2023-06,36-50
357,CUST357,Female,40,Electronics,3,25.0,75.0,May,5,2023-05,36-50
358,CUST358,Female,32,Beauty,1,300.0,300.0,May,5,2023-05,26-35
359,CUST359,Male,50,Clothing,1,50.0,50.0,July,7,2023-07,36-50
360,CUST360,Male,42,Clothing,4,25.0,100.0,March,3,2023-03,36-50
361,CUST361,Female,34,Electronics,4,300.0,1200.0,December,12,2023-12,26-35
362,CUST362,Male,50,Clothing,1,25.0,25.0,November,11,2023-11,36-50
363,CUST363,Male,64,Beauty,1,25.0,25.0,June,6,2023-06,51-64
364,CUST364,Female,19,Beauty,1,500.0,500.0,August,8,2023-08,18-25
365,CUST365,Male,31,Clothing,1,300.0,300.0,June,6,2023-06,26-35
366,CUST366,Male,57,Clothing,2,50.0,100.0,February,2,2023-02,51-64
367,CUST367,Female,57,Electronics,1,50.0,50.0,January,1,2023-01,51-64
368,CUST368,Female,56,Clothing,4,300.0,1200.0,August,8,2023-08,51-64
369,CUST369,Male,23,Electronics,3,500.0,1500.0,November,11,2023-11,18-25
370,CUST370,Male,23,Electronics,2,30.0,60.0,October,10,2023-10,18-25
371,CUST371,Female,20,Beauty,1,25.0,25.0,February,2,2023-02,18-25
372,CUST372,Female,24,Beauty,3,500.0,1500.0,February,2,2023-02,18-25
373,CUST373,Female,25,Beauty,2,300.0,600.0,October,10,2023-10,18-25
374,CUST374,Female,59,Beauty,3,25.0,75.0,April,4,2023-04,51-64
375,CUST375,Male,32,Clothing,1,50.0,50.0,September,9,2023-09,26-35
376,CUST376,Female,64,Beauty,1,30.0,30.0,May,5,2023-05,51-64
377,CUST377,Female,46,Clothing,4,50.0,200.0,March,3,2023-03,36-50
378,CUST378,Male,50,Beauty,1,300.0,300.0,June,6,2023-06,36-50
379,CUST379,Female,47,Clothing,1,25.0,25.0,February,2,2023-02,36-50
380,CUST380,Male,56,Electronics,2,300.0,600.0,May,5,2023-05,51-64
381,CUST381,Female,44,Clothing,4,25.0,100.0,July,7,2023-07,36-50
382,CUST382,Female,53,Clothing,2,500.0,1000.0,May,5,2023-05,51-64
383,CUST383,Female,46,Beauty,3,30.0,90.0,March,3,2023-03,36-50
384,CUST384,Male,55,Clothing,1,500.0,500.0,August,8,2023-08,51-64
385,CUST385,Male,50,Electronics,3,500.0,1500.0,October,10,2023-10,36-50
386,CUST386,Female,54,Electronics,2,300.0,600.0,December,12,2023-12,51-64
387,CUST387,Male,44,Beauty,1,30.0,30.0,June,6,2023-06,36-50
388,CUST388,Male,50,Electronics,1,25.0,25.0,November,11,2023-11,36-50
389,CUST389,Male,21,Clothing,2,25.0,50.0,December,12,2023-12,18-25
390,CUST390,Male,39,Electronics,2,50.0,100.0,September,9,2023-09,36-50
391,CUST391,Male,19,Beauty,2,25.0,50.0,January,1,2023-01,18-25
392,CUST392,Male,27,Clothing,2,300.0,600.0,December,12,2023-12,26-35
393,CUST393,Female,22,Beauty,2,500.0,1000.0,October,10,2023-10,18-25
394,CUST394,Female,27,Clothing,1,500.0,500.0,June,6,2023-06,26-35
395,CUST395,Male,50,Electronics,2,500.0,1000.0,December,12,2023-12,36-50
396,CUST396,Female,55,Beauty,1,30.0,30.0,February,2,2023-02,51-64
397,CUST397,Female,30,Beauty,1,25.0,25.0,March,3,2023-03,26-35
398,CUST398,Female,48,Clothing,2,300.0,600.0,May,5,2023-05,36-50
399,CUST399,Female,64,Beauty,2,30.0,60.0,March,3,2023-03,51-64
400,CUST400,Male,53,Clothing,4,50.0,200.0,February,2,2023-02,51-64
401,CUST401,Female,62,Clothing,1,300.0,300.0,October,10,2023-10,51-64
402,CUST402,Female,41,Clothing,2,300.0,600.0,March,3,2023-03,36-50
403,CUST403,Male,32,Clothing,2,300.0,600.0,May,5,2023-05,26-35
404,CUST404,Male,46,Electronics,2,500.0,1000.0,May,5,2023-05,36-50
405,CUST405,Female,25,Clothing,4,300.0,1200.0,November,11,2023-11,18-25
406,CUST406,Female,22,Beauty,4,25.0,100.0,April,4,2023-04,18-25
407,CUST407,Female,46,Electronics,3,300.0,900.0,June,6,2023-06,36-50
408,CUST408,Female,64,Beauty,1,500.0,500.0,April,4,2023-04,51-64
409,CUST409,Female,21,Electronics,3,300.0,900.0,December,12,2023-12,18-25
410,CUST410,Female,29,Clothing,2,50.0,100.0,November,11,2023-11,26-35
411,CUST411,Male,62,Electronics,4,50.0,200.0,May,5,2023-05,51-64
412,CUST412,Female,19,Electronics,4,500.0,2000.0,September,9,2023-09,18-25
413,CUST413,Female,44,Beauty,3,25.0,75.0,September,9,2023-09,36-50
414,CUST414,Male,48,Beauty,4,25.0,100.0,May,5,2023-05,36-50
415,CUST415,Male,53,Clothing,2,30.0,60.0,January,1,2023-01,51-64
416,CUST416,Male,53,Electronics,4,500.0,2000.0,February,2,2023-02,51-64
417,CUST417,Male,43,Electronics,3,300.0,900.0,November,11,2023-11,36-50
418,CUST418,Female,60,Electronics,2,500.0,1000.0,August,8,2023-08,51-64
419,CUST419,Female,44,Clothing,3,30.0,90.0,May,5,2023-05,36-50
420,CUST420,Female,22,Clothing,4,500.0,2000.0,January,1,2023-01,18-25
421,CUST421,Female,37,Clothing,3,500.0,1500.0,January,1,2023-01,36-50
422,CUST422,Female,28,Clothing,3,30.0,90.0,June,6,2023-06,26-35
423,CUST423,Female,27,Clothing,1,25.0,25.0,March,3,2023-03,26-35
424,CUST424,Male,57,Beauty,4,300.0,1200.0,November,11,2023-11,51-64
425,CUST425,Female,55,Electronics,4,30.0,120.0,May,5,2023-05,51-64
426,CUST426,Male,23,Electronics,3,50.0,150.0,March,3,2023-03,18-25
427,CUST427,Male,25,Electronics,1,25.0,25.0,August,8,2023-08,18-25
428,CUST428,Female,40,Electronics,4,50.0,200.0,October,10,2023-10,36-50
429,CUST429,Male,64,Electronics,2,25.0,50.0,December,12,2023-12,51-64
430,CUST430,Female,43,Electronics,3,300.0,900.0,August,8,2023-08,36-50
431,CUST431,Male,63,Electronics,4,300.0,1200.0,October,10,2023-10,51-64
432,CUST432,Female,60,Electronics,2,500.0,1000.0,January,1,2023-01,51-64
433,CUST433,Male,29,Beauty,4,50.0,200.0,February,2,2023-02,26-35
434,CUST434,Female,43,Electronics,2,25.0,50.0,February,2,2023-02,36-50
435,CUST435,Female,30,Beauty,3,300.0,900.0,December,12,2023-12,26-35
436,CUST436,Female,57,Clothing,4,30.0,120.0,March,3,2023-03,51-64
437,CUST437,Female,35,Electronics,4,300.0,1200.0,October,10,2023-10,26-35
438,CUST438,Female,42,Clothing,1,30.0,30.0,January,1,2023-01,36-50
439,CUST439,Male,50,Clothing,3,25.0,75.0,July,7,2023-07,36-50
440,CUST440,Male,64,Clothing,2,300.0,600.0,October,10,2023-10,51-64
441,CUST441,Male,57,Beauty,4,300.0,1200.0,October,10,2023-10,51-64
442,CUST442,Female,60,Clothing,4,25.0,100.0,March,3,2023-03,51-64
443,CUST443,Male,29,Clothing,2,300.0,600.0,August,8,2023-08,26-35
444,CUST444,Female,61,Clothing,3,30.0,90.0,March,3,2023-03,51-64
445,CUST445,Female,53,Electronics,1,300.0,300.0,January,1,2023-01,51-64
446,CUST446,Male,21,Electronics,1,50.0,50.0,June,6,2023-06,18-25
447,CUST447,Male,22,Beauty,4,500.0,2000.0,July,7,2023-07,18-25
448,CUST448,Female,54,Beauty,2,30.0,60.0,January,1,2023-01,51-64
449,CUST449,Male,25,Electronics,4,50.0,200.0,July,7,2023-07,18-25
450,CUST450,Female,59,Beauty,2,25.0,50.0,April,4,2023-04,51-64
451,CUST451,Female,45,Electronics,1,30.0,30.0,December,12,2023-12,36-50
452,CUST452,Female,48,Clothing,3,500.0,1500.0,May,5,2023-05,36-50
453,CUST453,Female,26,Clothing,2,500.0,1000.0,December,12,2023-12,26-35
454,CUST454,Female,46,Beauty,1,25.0,25.0,February,2,2023-02,36-50
455,CUST455,Male,31,Electronics,4,25.0,100.0,July,7,2023-07,26-35
456,CUST456,Male,57,Electronics,2,30.0,60.0,October,10,2023-10,51-64
457,CUST457,Female,58,Beauty,3,300.0,900.0,July,7,2023-07,51-64
458,CUST458,Female,39,Electronics,4,25.0,100.0,November,11,2023-11,36-50
459,CUST459,Male,28,Clothing,4,300.0,1200.0,March,3,2023-03,26-35
460,CUST460,Male,40,Beauty,1,50.0,50.0,May,5,2023-05,36-50
461,CUST461,Female,18,Beauty,2,500.0,1000.0,March,3,2023-03,
462,CUST462,Male,63,Electronics,4,300.0,1200.0,April,4,2023-04,51-64
463,CUST463,Female,54,Beauty,3,500.0,1500.0,July,7,2023-07,51-64
464,CUST464,Male,38,Electronics,2,300.0,600.0,January,1,2023-01,36-50
465,CUST465,Female,43,Electronics,3,50.0,150.0,April,4,2023-04,36-50
466,CUST466,Male,63,Electronics,4,25.0,100.0,June,6,2023-06,51-64
467,CUST467,Female,53,Electronics,3,50.0,150.0,July,7,2023-07,51-64
468,CUST468,Male,40,Electronics,1,25.0,25.0,December,12,2023-12,36-50
469,CUST469,Male,18,Beauty,3,25.0,75.0,May,5,2023-05,
470,CUST470,Female,57,Clothing,2,500.0,1000.0,May,5,2023-05,51-64
471,CUST471,Male,32,Clothing,3,50.0,150.0,March,3,2023-03,26-35
472,CUST472,Female,38,Beauty,3,300.0,900.0,December,12,2023-12,36-50
473,CUST473,Male,64,Beauty,1,50.0,50.0,February,2,2023-02,51-64
474,CUST474,Female,26,Clothing,3,500.0,1500.0,July,7,2023-07,26-35
475,CUST475,Male,26,Clothing,3,25.0,75.0,January,1,2023-01,26-35
476,CUST476,Female,27,Clothing,4,500.0,2000.0,August,8,2023-08,26-35
477,CUST477,Male,43,Clothing,4,30.0,120.0,April,4,2023-04,36-50
478,CUST478,Female,58,Clothing,2,30.0,60.0,April,4,2023-04,51-64
479,CUST479,Male,52,Electronics,4,300.0,1200.0,August,8,2023-08,51-64
480,CUST480,Female,42,Beauty,4,500.0,2000.0,June,6,2023-06,36-50
481,CUST481,Female,43,Electronics,4,300.0,1200.0,June,6,2023-06,36-50
482,CUST482,Female,28,Clothing,4,300.0,1200.0,April,4,2023-04,26-35
483,CUST483,Male,55,Clothing,1,30.0,30.0,April,4,2023-04,51-64
484,CUST484,Female,19,Clothing,4,300.0,1200.0,January,1,2023-01,18-25
485,CUST485,Male,24,Electronics,1,30.0,30.0,December,12,2023-12,18-25
486,CUST486,Female,35,Electronics,1,25.0,25.0,April,4,2023-04,26-35
487,CUST487,Male,44,Clothing,4,500.0,2000.0,July,7,2023-07,36-50
488,CUST488,Female,51,Electronics,3,300.0,900.0,June,6,2023-06,51-64
489,CUST489,Male,44,Electronics,1,30.0,30.0,May,5,2023-05,36-50
490,CUST490,Male,34,Clothing,3,50.0,150.0,February,2,2023-02,26-35
491,CUST491,Female,60,Electronics,3,300.0,900.0,May,5,2023-05,51-64
492,CUST492,Male,61,Beauty,4,25.0,100.0,June,6,2023-06,51-64
493,CUST493,Male,41,Beauty,2,25.0,50.0,November,11,2023-11,36-50
494,CUST494,Female,42,Beauty,4,50.0,200.0,September,9,2023-09,36-50
495,CUST495,Male,24,Beauty,2,30.0,60.0,July,7,2023-07,18-25
496,CUST496,Male,23,Clothing,2,300.0,600.0,December,12,2023-12,18-25
497,CUST497,Male,41,Clothing,4,30.0,120.0,October,10,2023-10,36-50
498,CUST498,Female,50,Clothing,4,25.0,100.0,June,6,2023-06,36-50
499,CUST499,Male,46,Beauty,2,30.0,60.0,January,1,2023-01,36-50
500,CUST500,Female,60,Beauty,4,25.0,100.0,March,3,2023-03,51-64
501,CUST501,Male,39,Electronics,2,30.0,60.0,May,5,2023-05,36-50
502,CUST502,Male,43,Electronics,3,50.0,150.0,April,4,2023-04,36-50
503,CUST503,Male,45,Beauty,4,500.0,2000.0,October,10,2023-10,36-50
504,CUST504,Female,38,Beauty,3,50.0,150.0,May,5,2023-05,36-50
505,CUST505,Male,24,Beauty,1,50.0,50.0,January,1,2023-01,18-25
506,CUST506,Male,34,Beauty,3,500.0,1500.0,February,2,2023-02,26-35
507,CUST507,Female,37,Electronics,3,500.0,1500.0,November,11,2023-11,36-50
508,CUST508,Male,58,Beauty,2,300.0,600.0,August,8,2023-08,51-64
509,CUST509,Female,37,Electronics,3,300.0,900.0,June,6,2023-06,36-50
510,CUST510,Female,39,Beauty,4,50.0,200.0,June,6,2023-06,36-50
511,CUST511,Male,45,Beauty,2,50.0,100.0,August,8,2023-08,36-50
512,CUST512,Female,57,Beauty,1,25.0,25.0,November,11,2023-11,51-64
513,CUST513,Male,24,Electronics,4,25.0,100.0,September,9,2023-09,18-25
514,CUST514,Female,18,Electronics,1,300.0,300.0,March,3,2023-03,
515,CUST515,Female,49,Clothing,3,300.0,900.0,July,7,2023-07,36-50
516,CUST516,Male,30,Beauty,4,25.0,100.0,October,10,2023-10,26-35
517,CUST517,Female,47,Clothing,4,25.0,100.0,April,4,2023-04,36-50
518,CUST518,Female,40,Clothing,1,30.0,30.0,May,5,2023-05,36-50
519,CUST519,Female,36,Electronics,4,30.0,120.0,January,1,2023-01,36-50
520,CUST520,Female,49,Electronics,4,25.0,100.0,December,12,2023-12,36-50
521,CUST521,Female,47,Clothing,4,30.0,120.0,August,8,2023-08,36-50
522,CUST522,Male,46,Beauty,3,500.0,1500.0,January,1,2023-01,36-50
523,CUST523,Female,62,Electronics,1,300.0,300.0,September,9,2023-09,51-64
524,CUST524,Male,46,Beauty,4,300.0,1200.0,October,10,2023-10,36-50
525,CUST525,Female,47,Beauty,2,25.0,50.0,December,12,2023-12,36-50
526,CUST526,Male,33,Clothing,2,50.0,100.0,December,12,2023-12,26-35
527,CUST527,Male,57,Clothing,2,25.0,50.0,April,4,2023-04,51-64
528,CUST528,Female,36,Clothing,2,30.0,60.0,July,7,2023-07,36-50
529,CUST529,Female,35,Clothing,3,50.0,150.0,August,8,2023-08,26-35
530,CUST530,Female,18,Electronics,4,30.0,120.0,February,2,2023-02,
531,CUST531,Male,31,Electronics,1,500.0,500.0,December,12,2023-12,26-35
532,CUST532,Female,64,Clothing,4,30.0,120.0,June,6,2023-06,51-64
533,CUST533,Male,19,Electronics,3,500.0,1500.0,November,11,2023-11,18-25
534,CUST534,Male,45,Clothing,2,500.0,1000.0,June,6,2023-06,36-50
535,CUST535,Male,47,Beauty,3,30.0,90.0,December,12,2023-12,36-50
536,CUST536,Female,55,Beauty,4,30.0,120.0,March,3,2023-03,51-64
537,CUST537,Female,21,Beauty,1,500.0,500.0,June,6,2023-06,18-25
538,CUST538,Male,18,Clothing,3,50.0,150.0,September,9,2023-09,
539,CUST539,Male,25,Beauty,1,500.0,500.0,June,6,2023-06,18-25
540,CUST540,Female,46,Electronics,3,300.0,900.0,December,12,2023-12,36-50
541,CUST541,Male,56,Beauty,1,500.0,500.0,July,7,2023-07,51-64
542,CUST542,Female,20,Beauty,1,50.0,50.0,June,6,2023-06,18-25
543,CUST543,Male,49,Beauty,2,300.0,600.0,July,7,2023-07,36-50
544,CUST544,Female,27,Electronics,1,25.0,25.0,December,12,2023-12,26-35
545,CUST545,Male,27,Clothing,2,25.0,50.0,June,6,2023-06,26-35
546,CUST546,Female,36,Electronics,4,50.0,200.0,October,10,2023-10,36-50
547,CUST547,Male,63,Clothing,4,500.0,2000.0,March,3,2023-03,51-64
548,CUST548,Female,51,Clothing,2,30.0,60.0,April,4,2023-04,51-64
549,CUST549,Female,50,Beauty,2,50.0,100.0,August,8,2023-08,36-50
550,CUST550,Male,40,Clothing,3,300.0,900.0,December,12,2023-12,36-50
551,CUST551,Male,45,Electronics,3,300.0,900.0,July,7,2023-07,36-50
552,CUST552,Female,49,Electronics,3,25.0,75.0,December,12,2023-12,36-50
553,CUST553,Male,24,Clothing,4,300.0,1200.0,March,3,2023-03,18-25
554,CUST554,Female,46,Beauty,3,50.0,150.0,November,11,2023-11,36-50
555,CUST555,Male,25,Beauty,1,300.0,300.0,October,10,2023-10,18-25
556,CUST556,Female,18,Electronics,1,50.0,50.0,June,6,2023-06,
557,CUST557,Female,20,Beauty,3,30.0,90.0,July,7,2023-07,18-25
558,CUST558,Female,41,Clothing,1,25.0,25.0,October,10,2023-10,36-50
559,CUST559,Female,40,Clothing,4,300.0,1200.0,January,1,2023-01,36-50
560,CUST560,Female,25,Electronics,1,50.0,50.0,June,6,2023-06,18-25
561,CUST561,Female,64,Clothing,4,500.0,2000.0,May,5,2023-05,51-64
562,CUST562,Male,54,Electronics,2,25.0,50.0,April,4,2023-04,51-64
563,CUST563,Male,20,Clothing,2,30.0,60.0,August,8,2023-08,18-25
564,CUST564,Male,50,Electronics,2,50.0,100.0,October,10,2023-10,36-50
565,CUST565,Female,45,Beauty,2,30.0,60.0,November,11,2023-11,36-50
566,CUST566,Female,64,Clothing,1,30.0,30.0,December,12,2023-12,51-64
567,CUST567,Female,25,Clothing,3,300.0,900.0,June,6,2023-06,18-25
568,CUST568,Female,51,Electronics,1,300.0,300.0,August,8,2023-08,51-64
569,CUST569,Male,52,Electronics,4,50.0,200.0,August,8,2023-08,51-64
570,CUST570,Male,49,Clothing,1,500.0,500.0,August,8,2023-08,36-50
571,CUST571,Female,41,Electronics,1,50.0,50.0,December,12,2023-12,36-50
572,CUST572,Male,31,Clothing,4,500.0,2000.0,April,4,2023-04,26-35
573,CUST573,Male,49,Beauty,2,30.0,60.0,September,9,2023-09,36-50
574,CUST574,Female,63,Electronics,2,25.0,50.0,August,8,2023-08,51-64
575,CUST575,Male,60,Clothing,2,50.0,100.0,March,3,2023-03,51-64
576,CUST576,Female,33,Beauty,3,50.0,150.0,December,12,2023-12,26-35
577,CUST577,Male,21,Beauty,4,500.0,2000.0,February,2,2023-02,18-25
578,CUST578,Female,54,Clothing,4,30.0,120.0,May,5,2023-05,51-64
579,CUST579,Female,38,Electronics,1,30.0,30.0,September,9,2023-09,36-50
580,CUST580,Female,31,Clothing,3,500.0,1500.0,December,12,2023-12,26-35
581,CUST581,Female,48,Beauty,2,30.0,60.0,November,11,2023-11,36-50
582,CUST582,Male,35,Clothing,3,300.0,900.0,November,11,2023-11,26-35
583,CUST583,Female,24,Electronics,4,25.0,100.0,June,6,2023-06,18-25
584,CUST584,Female,27,Beauty,4,50.0,200.0,February,2,2023-02,26-35
585,CUST585,Female,24,Clothing,1,25.0,25.0,May,5,2023-05,18-25
586,CUST586,Male,50,Electronics,1,50.0,50.0,December,12,2023-12,36-50
587,CUST587,Female,40,Beauty,4,300.0,1200.0,June,6,2023-06,36-50
588,CUST588,Male,38,Electronics,2,30.0,60.0,April,4,2023-04,36-50
589,CUST589,Female,36,Beauty,2,500.0,1000.0,April,4,2023-04,36-50
590,CUST590,Male,36,Clothing,3,300.0,900.0,March,3,2023-03,36-50
591,CUST591,Male,53,Electronics,4,25.0,100.0,January,1,2023-01,51-64
592,CUST592,Female,46,Beauty,4,500.0,2000.0,January,1,2023-01,36-50
593,CUST593,Male,35,Electronics,2,30.0,60.0,May,5,2023-05,26-35
594,CUST594,Female,19,Electronics,2,300.0,600.0,September,9,2023-09,18-25
595,CUST595,Female,18,Clothing,4,500.0,2000.0,November,11,2023-11,
596,CUST596,Female,64,Electronics,1,300.0,300.0,February,2,2023-02,51-64
597,CUST597,Male,22,Beauty,4,300.0,1200.0,August,8,2023-08,18-25
598,CUST598,Male,37,Beauty,4,30.0,120.0,August,8,2023-08,36-50
599,CUST599,Female,28,Beauty,2,50.0,100.0,November,11,2023-11,26-35
600,CUST600,Female,59,Beauty,2,500.0,1000.0,October,10,2023-10,51-64
601,CUST601,Male,19,Clothing,1,30.0,30.0,April,4,2023-04,18-25
602,CUST602,Female,20,Electronics,1,300.0,300.0,December,12,2023-12,18-25
603,CUST603,Female,40,Clothing,3,30.0,90.0,July,7,2023-07,36-50
604,CUST604,Female,29,Electronics,4,50.0,200.0,September,9,2023-09,26-35
605,CUST605,Male,37,Electronics,2,500.0,1000.0,July,7,2023-07,36-50
606,CUST606,Male,22,Electronics,1,50.0,50.0,May,5,2023-05,18-25
607,CUST607,Male,54,Clothing,3,25.0,75.0,March,3,2023-03,51-64
608,CUST608,Female,55,Electronics,3,500.0,1500.0,December,12,2023-12,51-64
609,CUST609,Female,47,Clothing,2,50.0,100.0,December,12,2023-12,36-50
610,CUST610,Female,26,Beauty,2,300.0,600.0,January,1,2023-01,26-35
611,CUST611,Male,51,Beauty,3,500.0,1500.0,February,2,2023-02,51-64
612,CUST612,Female,61,Electronics,1,500.0,500.0,August,8,2023-08,51-64
613,CUST613,Female,52,Clothing,3,30.0,90.0,April,4,2023-04,51-64
614,CUST614,Female,39,Beauty,4,300.0,1200.0,April,4,2023-04,36-50
615,CUST615,Female,61,Clothing,4,25.0,100.0,December,12,2023-12,51-64
616,CUST616,Male,41,Clothing,2,50.0,100.0,September,9,2023-09,36-50
617,CUST617,Male,34,Electronics,1,30.0,30.0,August,8,2023-08,26-35
618,CUST618,Female,27,Beauty,1,50.0,50.0,January,1,2023-01,26-35
619,CUST619,Male,47,Electronics,4,25.0,100.0,October,10,2023-10,36-50
620,CUST620,Male,63,Electronics,3,25.0,75.0,May,5,2023-05,51-64
621,CUST621,Female,40,Beauty,2,500.0,1000.0,March,3,2023-03,36-50
622,CUST622,Female,49,Beauty,3,25.0,75.0,August,8,2023-08,36-50
623,CUST623,Male,34,Clothing,3,50.0,150.0,March,3,2023-03,26-35
624,CUST624,Female,34,Beauty,3,300.0,900.0,August,8,2023-08,26-35
625,CUST625,Male,31,Clothing,1,300.0,300.0,December,12,2023-12,26-35
626,CUST626,Female,26,Clothing,4,500.0,2000.0,September,9,2023-09,26-35
627,CUST627,Male,57,Clothing,1,50.0,50.0,October,10,2023-10,51-64
628,CUST628,Female,19,Beauty,4,50.0,200.0,November,11,2023-11,18-25
629,CUST629,Male,62,Electronics,2,25.0,50.0,June,6,2023-06,51-64
630,CUST630,Male,42,Clothing,2,50.0,100.0,August,8,2023-08,36-50
631,CUST631,Male,56,Electronics,3,30.0,90.0,November,11,2023-11,51-64
632,CUST632,Female,26,Electronics,4,25.0,100.0,September,9,2023-09,26-35
633,CUST633,Male,39,Beauty,4,30.0,120.0,August,8,2023-08,36-50
634,CUST634,Male,60,Electronics,4,500.0,2000.0,October,10,2023-10,51-64
635,CUST635,Female,63,Electronics,3,300.0,900.0,August,8,2023-08,51-64
636,CUST636,Female,21,Beauty,3,500.0,1500.0,March,3,2023-03,18-25
637,CUST637,Male,43,Clothing,2,300.0,600.0,September,9,2023-09,36-50
638,CUST638,Male,46,Electronics,1,500.0,500.0,August,8,2023-08,36-50
639,CUST639,Female,62,Beauty,4,50.0,200.0,May,5,2023-05,51-64
640,CUST640,Female,51,Electronics,4,30.0,120.0,May,5,2023-05,51-64
641,CUST641,Female,40,Electronics,1,300.0,300.0,November,11,2023-11,36-50
642,CUST642,Female,54,Clothing,4,25.0,100.0,May,5,2023-05,51-64
643,CUST643,Female,28,Electronics,3,30.0,90.0,September,9,2023-09,26-35
644,CUST644,Male,23,Beauty,3,25.0,75.0,September,9,2023-09,18-25
645,CUST645,Female,35,Electronics,4,30.0,120.0,November,11,2023-11,26-35
646,CUST646,Male,38,Clothing,3,30.0,90.0,May,5,2023-05,36-50
647,CUST647,Male,59,Clothing,3,500.0,1500.0,May,5,2023-05,51-64
648,CUST648,Male,53,Beauty,4,300.0,1200.0,August,8,2023-08,51-64
649,CUST649,Female,58,Clothing,2,300.0,600.0,February,2,2023-02,51-64
650,CUST650,Male,55,Electronics,1,30.0,30.0,January,1,2024-01,51-64
651,CUST651,Male,51,Clothing,3,50.0,150.0,May,5,2023-05,51-64
652,CUST652,Female,34,Beauty,2,50.0,100.0,May,5,2023-05,26-35
653,CUST653,Male,54,Clothing,3,25.0,75.0,May,5,2023-05,51-64
654,CUST654,Male,42,Clothing,3,25.0,75.0,June,6,2023-06,36-50
655,CUST655,Female,55,Clothing,1,500.0,500.0,June,6,2023-06,51-64
656,CUST656,Male,29,Beauty,3,30.0,90.0,October,10,2023-10,26-35
657,CUST657,Male,40,Clothing,1,25.0,25.0,February,2,2023-02,36-50
658,CUST658,Male,59,Clothing,1,25.0,25.0,March,3,2023-03,51-64
659,CUST659,Female,39,Electronics,1,30.0,30.0,March,3,2023-03,36-50
660,CUST660,Female,38,Beauty,2,500.0,1000.0,April,4,2023-04,36-50
661,CUST661,Female,44,Clothing,4,25.0,100.0,July,7,2023-07,36-50
662,CUST662,Male,48,Beauty,2,500.0,1000.0,December,12,2023-12,36-50
663,CUST663,Male,23,Clothing,4,300.0,1200.0,March,3,2023-03,18-25
664,CUST664,Female,44,Clothing,4,500.0,2000.0,December,12,2023-12,36-50
665,CUST665,Male,57,Clothing,1,50.0,50.0,April,4,2023-04,51-64
666,CUST666,Male,51,Electronics,3,50.0,150.0,February,2,2023-02,51-64
667,CUST667,Female,29,Electronics,1,500.0,500.0,August,8,2023-08,26-35
668,CUST668,Female,62,Electronics,3,50.0,150.0,July,7,2023-07,51-64
669,CUST669,Male,24,Beauty,4,300.0,1200.0,June,6,2023-06,18-25
670,CUST670,Male,27,Beauty,1,30.0,30.0,October,10,2023-10,26-35
671,CUST671,Male,62,Electronics,3,50.0,150.0,August,8,2023-08,51-64
672,CUST672,Female,34,Beauty,2,50.0,100.0,August,8,2023-08,26-35
673,CUST673,Female,43,Clothing,3,500.0,1500.0,February,2,2023-02,36-50
674,CUST674,Female,38,Clothing,1,300.0,300.0,April,4,2023-04,36-50
675,CUST675,Female,45,Clothing,2,30.0,60.0,August,8,2023-08,36-50
676,CUST676,Male,63,Electronics,3,500.0,1500.0,July,7,2023-07,51-64
677,CUST677,Female,19,Beauty,3,500.0,1500.0,October,10,2023-10,18-25
678,CUST678,Female,60,Electronics,3,300.0,900.0,December,12,2023-12,51-64
679,CUST679,Female,18,Beauty,3,30.0,90.0,January,1,2023-01,
680,CUST680,Female,53,Clothing,3,300.0,900.0,October,10,2023-10,51-64
681,CUST681,Female,43,Electronics,2,30.0,60.0,July,7,2023-07,36-50
682,CUST682,Male,46,Beauty,4,300.0,1200.0,September,9,2023-09,36-50
683,CUST683,Male,38,Beauty,2,500.0,1000.0,January,1,2023-01,36-50
684,CUST684,Female,28,Clothing,2,500.0,1000.0,June,6,2023-06,26-35
685,CUST685,Male,57,Electronics,2,25.0,50.0,June,6,2023-06,51-64
686,CUST686,Female,28,Electronics,4,50.0,200.0,July,7,2023-07,26-35
687,CUST687,Female,53,Electronics,1,300.0,300.0,August,8,2023-08,51-64
688,CUST688,Male,56,Clothing,4,25.0,100.0,October,10,2023-10,51-64
689,CUST689,Male,57,Electronics,2,50.0,100.0,October,10,2023-10,51-64
690,CUST690,Female,52,Clothing,3,300.0,900.0,November,11,2023-11,51-64
691,CUST691,Female,51,Clothing,3,30.0,90.0,April,4,2023-04,51-64
